subjectID,LH_VisCent_ExStr_1,LH_VisCent_ExStr_2,LH_VisCent_Striate_1,LH_VisCent_ExStr_3,LH_VisPeri_ExStrInf_1,LH_VisPeri_StriCal_1,LH_VisPeri_ExStrSup_1,LH_SomMotA_1,LH_SomMotA_2,LH_SomMotB_Aud_1,LH_SomMotB_S2_1,LH_SomMotB_S2_2,LH_SomMotB_Cent_1,LH_DorsAttnA_TempOcc_1,LH_DorsAttnA_ParOcc_1,LH_DorsAttnA_SPL_1,LH_DorsAttnB_PostC_1,LH_DorsAttnB_PostC_2,LH_DorsAttnB_PostC_3,LH_DorsAttnB_FEF_1,LH_SalVentAttnA_ParOper_1,LH_SalVentAttnA_Ins_1,LH_SalVentAttnA_Ins_2,LH_SalVentAttnA_ParMed_1,LH_SalVentAttnA_FrMed_1,LH_SalVentAttnB_PFCl_1,LH_SalVentAttnB_PFCmp_1,LH_LimbicB_OFC_1,LH_LimbicA_TempPole_1,LH_LimbicA_TempPole_2,LH_ContA_IPS_1,LH_ContA_PFCl_1,LH_ContA_PFCl_2,LH_ContB_PFClv_1,LH_ContC_pCun_1,LH_ContC_pCun_2,LH_ContC_Cingp_1,LH_DefaultA_PFCd_1,LH_DefaultA_pCunPCC_1,LH_DefaultA_PFCm_1,LH_DefaultB_Temp_1,LH_DefaultB_Temp_2,LH_DefaultB_IPL_1,LH_DefaultB_PFCd_1,LH_DefaultB_PFCl_1,LH_DefaultB_PFCv_1,LH_DefaultB_PFCv_2,LH_DefaultC_Rsp_1,LH_DefaultC_PHC_1,LH_TempPar_1,RH_VisCent_ExStr_1,RH_VisCent_ExStr_2,RH_VisCent_ExStr_3,RH_VisPeri_StriCal_1,RH_VisPeri_ExStrInf_1,RH_VisPeri_ExStrSup_1,RH_SomMotA_1,RH_SomMotA_2,RH_SomMotA_3,RH_SomMotA_4,RH_SomMotB_Aud_1,RH_SomMotB_S2_1,RH_SomMotB_S2_2,RH_SomMotB_Cent_1,RH_DorsAttnA_TempOcc_1,RH_DorsAttnA_ParOcc_1,RH_DorsAttnA_SPL_1,RH_DorsAttnB_PostC_1,RH_DorsAttnB_PostC_2,RH_DorsAttnB_FEF_1,RH_SalVentAttnA_ParOper_1,RH_SalVentAttnA_Ins_1,RH_SalVentAttnA_ParMed_1,RH_SalVentAttnA_FrMed_1,RH_SalVentAttnB_IPL_1,RH_SalVentAttnB_PFCl_1,RH_SalVentAttnB_PFCmp_1,RH_LimbicB_OFC_1,RH_LimbicA_TempPole_1,RH_ContA_IPS_1,RH_ContA_PFCl_1,RH_ContA_PFCl_2,RH_ContB_Temp_1,RH_ContB_IPL_1,RH_ContB_PFCld_1,RH_ContB_PFClv_1,RH_ContC_Cingp_1,RH_ContC_pCun_1,RH_DefaultA_IPL_1,RH_DefaultA_PFCd_1,RH_DefaultA_pCunPCC_1,RH_DefaultA_PFCm_1,RH_DefaultB_PFCd_1,RH_DefaultB_PFCv_1,RH_DefaultB_PFCv_2,RH_DefaultC_Rsp_1,RH_DefaultC_PHC_1,RH_TempPar_1,RH_TempPar_2,RH_TempPar_3
sub-IXI194,0.47154796,0.43142414,0.38811314,0.37679285,0.47877058,0.3282302,0.3934783,0.27859458,0.3347953,0.42163256,0.45629904,0.4751356,0.369569,0.54546344,0.5170728,0.42170337,0.31002125,0.27310663,0.3428248,0.37045524,0.43555635,0.48598748,0.5099759,0.43589547,0.36253992,0.38730386,0.48203722,0.44393203,0.5350207,0.54587305,0.4527619,0.43581575,0.46465865,0.40250564,0.4316249,0.3829622,0.42686528,0.44169694,0.48428646,0.4559631,0.4588106,0.5436077,0.40698054,0.39975077,0.40760997,0.45192653,0.45618847,0.43835947,0.43378153,0.4501993,0.43765885,0.4034968,0.3853813,0.37320736,0.39533743,0.37073115,0.38488334,0.3050241,0.3607509,0.33331698,0.4151256,0.50612074,0.5068413,0.4190435,0.46792677,0.47770363,0.38325837,0.49010333,0.32862142,0.38620305,0.4314238,0.50429696,0.39482185,0.3917692,0.43247014,0.4392813,0.44337642,0.47259155,0.5502623,0.37449056,0.4314914,0.4298589,0.49463293,0.42313823,0.4592123,0.4480258,0.41166848,0.41637963,0.47902057,0.38911992,0.49129087,0.43153283,0.4137515,0.44637153,0.40745318,0.44834885,0.5165882,0.50863904,0.52290314,0.4675786
sub-IXI208,0.5095315,0.41941124,0.3961274,0.41716808,0.50276184,0.43436325,0.4130946,0.42616054,0.3830757,0.4387126,0.4910868,0.503729,0.4228332,0.57597244,0.42984444,0.51427066,0.37387335,0.38648978,0.49872747,0.41439706,0.5305344,0.5054115,0.5608414,0.43443263,0.38633686,0.42702258,0.4107431,0.49438837,0.49859008,0.47905627,0.4678332,0.44738528,0.48474956,0.45867902,0.437279,0.48580676,0.4433548,0.41875103,0.48799226,0.49397442,0.5278756,0.49339172,0.48629045,0.44167912,0.43808,0.5320825,0.5327611,0.50509435,0.46731067,0.4937498,0.47279483,0.4446289,0.46151152,0.41116452,0.42224902,0.40492615,0.5120915,0.48232982,0.4078515,0.38716134,0.43622112,0.49535206,0.41548923,0.459241,0.5343755,0.48733255,0.5122761,0.3885795,0.43766958,0.40252525,0.467683,0.5708231,0.48101273,0.40006042,0.45516738,0.5125949,0.38176528,0.5081203,0.5588464,0.4838299,0.45401654,0.4660327,0.5446827,0.536418,0.5035264,0.4923536,0.37754261,0.44549572,0.50662535,0.49163967,0.44345844,0.46561962,0.516815,0.5235596,0.5435826,0.52308476,0.50647354,0.5193419,0.52432853,0.50072974
sub-IXI173,0.46501115,0.40980724,0.34669277,0.368638,0.48017386,0.40824047,0.32938254,0.30352625,0.33325678,0.42404497,0.4467412,0.49923664,0.38907355,0.40871364,0.38720793,0.34619054,0.40373728,0.3240101,0.35563156,0.308,0.43958324,0.49668384,0.50766534,0.36665636,0.423039,0.4255084,0.4922905,0.44827032,0.5274726,0.41578862,0.3234029,0.42426533,0.40345845,0.41405374,0.3624756,0.37657022,0.41891634,0.45745003,0.42414212,0.4823946,0.44202492,0.4553342,0.43030098,0.42638224,0.41890487,0.52351165,0.4357424,0.42196906,0.44913203,0.4804213,0.45100248,0.34961805,0.39487338,0.33216965,0.37271953,0.36969718,0.3503044,0.32263884,0.31004387,0.3477249,0.43616435,0.52461934,0.5274655,0.37265006,0.4210453,0.44443744,0.36210993,0.3910775,0.35171857,0.37554154,0.42560044,0.5372552,0.3889541,0.4363573,0.38288578,0.42064106,0.46976316,0.43991452,0.47842154,0.3938378,0.40468505,0.4182838,0.42254415,0.45742416,0.42297783,0.40225607,0.3796744,0.421624,0.38986078,0.39844176,0.40225592,0.45858938,0.4776404,0.49378505,0.41547033,0.44026643,0.4458609,0.49305284,0.5340835,0.36815992
sub-IXI113,0.4837547,0.36054564,0.33244446,0.3935288,0.42233285,0.40234652,0.4134767,0.32882115,0.29860646,0.3649912,0.45633394,0.47942668,0.39016742,0.4935345,0.4420536,0.4160554,0.34164253,0.34458756,0.39088574,0.33019552,0.37307203,0.4416026,0.489399,0.4145096,0.3601692,0.36565033,0.42163807,0.41051245,0.41465777,0.45862126,0.3505992,0.37333083,0.39758667,0.35240427,0.42748013,0.41301268,0.3649856,0.4256517,0.36444604,0.44756252,0.38015372,0.4448624,0.396715,0.43583527,0.32055056,0.47750193,0.41277945,0.46412858,0.45387927,0.40939927,0.4123038,0.38284218,0.44018677,0.41776124,0.44236004,0.37425777,0.36048782,0.32213482,0.33143625,0.2715708,0.38258332,0.5374388,0.44288915,0.36113194,0.39928466,0.39845836,0.3534855,0.5070488,0.35231388,0.3196827,0.4217359,0.49741864,0.41909954,0.3518861,0.38893074,0.39612737,0.4022818,0.40211803,0.4196681,0.39816922,0.3795529,0.36940333,0.37761828,0.3924766,0.31631848,0.3873793,0.34827563,0.36814576,0.4701852,0.3829032,0.3463578,0.41066128,0.42771643,0.49778563,0.4222421,0.5249291,0.4680417,0.43142137,0.40897745,0.38852772
sub-IXI321,0.43671605,0.3689178,0.3693337,0.34949878,0.4190872,0.35859585,0.3397743,0.2965962,0.25727066,0.3680248,0.36907983,0.36389306,0.3407789,0.43219414,0.39333895,0.360807,0.3430625,0.30532515,0.25267997,0.28005502,0.33081627,0.40297398,0.41852674,0.31996885,0.265894,0.32054204,0.36988983,0.38164085,0.45681578,0.4572291,0.34429199,0.33213383,0.25657234,0.33531496,0.3785459,0.33783597,0.36289746,0.32172397,0.40066874,0.377539,0.38968322,0.39593846,0.420477,0.33504033,0.34389463,0.42410338,0.3485385,0.41339886,0.4417022,0.43484685,0.4245837,0.36922652,0.33481812,0.34222844,0.35263142,0.29410654,0.33849156,0.35289812,0.3728807,0.26056942,0.36778465,0.44142383,0.3902494,0.3578267,0.44098672,0.4037415,0.29424956,0.45945722,0.3364298,0.2952114,0.3730886,0.40630898,0.32650077,0.3305079,0.32251456,0.36446998,0.3454698,0.39371914,0.45581287,0.2863473,0.3799419,0.34677172,0.4632936,0.37679872,0.31762597,0.33548024,0.30417985,0.3122153,0.37193322,0.27362046,0.38073364,0.3582153,0.36057878,0.4291552,0.39643708,0.45981055,0.44732535,0.4009218,0.43508852,0.3695579
sub-IXI573,0.37399906,0.3004212,0.2995162,0.28383407,0.48059785,0.4064535,0.29271263,0.2849983,0.32223874,0.34785658,0.41043237,0.3800384,0.35735536,0.4408577,0.4041939,0.28695428,0.37412864,0.31783912,0.22999452,0.29839113,0.3557384,0.4727787,0.46590722,0.37442055,0.33084953,0.40545702,0.37973905,0.4085733,0.46243674,0.4393418,0.26624697,0.30403835,0.3011715,0.38719806,0.31348884,0.30669817,0.37971753,0.3673785,0.3711202,0.44633314,0.4033675,0.44246283,0.34112728,0.36967888,0.3163378,0.45272523,0.36977568,0.39478976,0.5101505,0.36217067,0.41504452,0.33807102,0.33793205,0.36254472,0.3761458,0.27477893,0.36275107,0.25839385,0.24026424,0.31409287,0.36665663,0.45178956,0.40227526,0.37806338,0.42409587,0.42572117,0.28292513,0.38391083,0.29852742,0.28732154,0.3744946,0.51853436,0.40921637,0.36331832,0.3074746,0.36760256,0.34762174,0.40234622,0.43681252,0.29137442,0.3545619,0.33532575,0.40314776,0.44091812,0.32445154,0.382658,0.30842784,0.31411713,0.3669829,0.32393545,0.3509403,0.407108,0.36920884,0.4750729,0.40289104,0.40091014,0.46390176,0.375618,0.4208727,0.37437847
sub-IXI391,0.426592,0.36449417,0.34768566,0.35049996,0.45904806,0.3574656,0.35198778,0.28785056,0.3122829,0.43764737,0.45053267,0.38621977,0.26693553,0.4732957,0.41340244,0.34120548,0.3528195,0.23292844,0.3504454,0.36841017,0.3862343,0.4934655,0.5360546,0.44033659,0.32425374,0.4042552,0.41634983,0.43885988,0.50853354,0.5080665,0.34732106,0.3880286,0.4366886,0.4275679,0.3718013,0.3529727,0.35484895,0.38088772,0.38969022,0.47160873,0.46074462,0.37336686,0.3909225,0.3968003,0.35555533,0.53534204,0.45851257,0.46206683,0.47678408,0.435889,0.44478074,0.4229144,0.35855663,0.3303444,0.4009745,0.32246813,0.33894518,0.28367612,0.27516547,0.27985597,0.40553936,0.45980597,0.38989967,0.35750774,0.47431338,0.47399956,0.36304104,0.4174855,0.35901272,0.33089483,0.38747057,0.5269323,0.42385367,0.3878487,0.3972891,0.44003516,0.3837146,0.473789,0.50051975,0.3113693,0.41396663,0.40937513,0.46598536,0.3779118,0.40722188,0.4210937,0.37018546,0.3824257,0.3926132,0.38801667,0.34582484,0.44120324,0.467757,0.4968048,0.44451183,0.47412544,0.47643054,0.44784313,0.40427762,0.4053907
sub-IXI395,0.5850277,0.43327767,0.56858605,0.44253495,0.59819955,0.60930824,0.5003857,0.40277237,0.41204253,0.48067045,0.58825874,0.48431903,0.34243533,0.55852765,0.45627743,0.39959973,0.3732551,0.36083758,0.37603447,0.39564157,0.41248515,0.6242936,0.6053102,0.4142542,0.43959323,0.46676803,0.5551861,0.48902592,0.6309188,0.55126125,0.39652613,0.4582511,0.4975468,0.44311583,0.42138273,0.4202189,0.5661486,0.4528683,0.45638314,0.56170106,0.57624155,0.47831863,0.42636418,0.42260814,0.47996938,0.53371584,0.5263783,0.52645886,0.57499444,0.4246181,0.6025811,0.477676,0.46819723,0.52547956,0.49438646,0.47665426,0.38853765,0.3763502,0.4096733,0.37930265,0.4810127,0.53003365,0.4305421,0.39364302,0.48105675,0.51948273,0.36802033,0.3674528,0.40267956,0.40038043,0.48780608,0.6253892,0.37912947,0.44841957,0.44882545,0.49195352,0.48932216,0.50646275,0.6201249,0.37216845,0.43181536,0.42056698,0.5604946,0.46229118,0.47049767,0.46767306,0.46111172,0.44517118,0.51918817,0.39407212,0.39543578,0.4986933,0.46158037,0.59776163,0.48586628,0.64291227,0.6195372,0.5799745,0.5427605,0.4411469
sub-IXI528,0.5784123,0.5130826,0.44813347,0.44671807,0.5231199,0.4943625,0.45209494,0.41882437,0.4209076,0.5039637,0.5512193,0.5461571,0.38181692,0.6199009,0.52170825,0.4343225,0.43497646,0.38405263,0.4344087,0.4100556,0.5771423,0.6126962,0.60529566,0.5343409,0.4462269,0.47932366,0.5438916,0.6084273,0.6143828,0.5627315,0.4088055,0.44192886,0.4518411,0.47831193,0.48075166,0.54687595,0.49134287,0.4478689,0.5775434,0.5475963,0.54850316,0.55895305,0.57224363,0.47896212,0.45725745,0.6617324,0.5443616,0.5966666,0.6063493,0.5015283,0.6051275,0.522205,0.550429,0.4282572,0.47812995,0.4354837,0.4339228,0.40414798,0.36271414,0.40638384,0.54286927,0.64198434,0.5627046,0.4398366,0.56597424,0.55490416,0.45906618,0.40993357,0.4812845,0.40249857,0.48247027,0.65071225,0.5527116,0.5076653,0.37360746,0.50827056,0.53556484,0.59528786,0.61591953,0.3835961,0.48272327,0.47181562,0.5412411,0.63157403,0.45098197,0.5181455,0.4286658,0.5216294,0.54992855,0.44235942,0.483227,0.5677821,0.4570363,0.67690265,0.559799,0.6007289,0.6219172,0.5745218,0.61409104,0.53419644
sub-IXI486,0.34519532,0.30795184,0.3246979,0.314958,0.3303663,0.24399133,0.24991451,0.169231,0.19985388,0.23695733,0.25475985,0.27693167,0.21021365,0.33284318,0.30735946,0.27197948,0.18469176,0.17663515,0.27454075,0.2226436,0.21362792,0.33620754,0.32709426,0.30853763,0.21139015,0.27502567,0.27924535,0.29830685,0.31952247,0.28015104,0.2614118,0.28117847,0.23629469,0.287601,0.2588085,0.28718913,0.25363863,0.28437853,0.22619791,0.26682782,0.27024138,0.3149427,0.26856887,0.28236157,0.24900603,0.30283976,0.31211248,0.27231336,0.31481588,0.29453757,0.30416706,0.29821894,0.2776502,0.2719078,0.23295261,0.23841147,0.18302453,0.20165598,0.26352635,0.18112849,0.2359575,0.29009402,0.24520753,0.25761703,0.3102191,0.30113378,0.27242783,0.3032839,0.23374096,0.18236737,0.26790416,0.37385273,0.30606654,0.24452737,0.24029958,0.31608352,0.2745427,0.32123682,0.31841528,0.22878121,0.30644512,0.24881425,0.28980643,0.30148274,0.21078813,0.31195474,0.23319812,0.2401635,0.28228486,0.24647763,0.21492329,0.27173382,0.280362,0.3307689,0.3085197,0.25395894,0.30554578,0.31442434,0.31178778,0.2584018
sub-IXI259,0.37100965,0.29632786,0.3014588,0.36155304,0.3793627,0.3594438,0.32678866,0.2390036,0.2830901,0.31186387,0.34831688,0.3905639,0.31717575,0.35220492,0.2935259,0.33355135,0.33649448,0.2823272,0.31492427,0.3028848,0.35857055,0.3884981,0.3832971,0.34379894,0.28402668,0.27111566,0.36919498,0.3376695,0.42722973,0.37897933,0.3164683,0.32218632,0.33417982,0.33221987,0.28532147,0.30858833,0.328392,0.32443568,0.31893623,0.37064314,0.34327435,0.36206254,0.3553787,0.32410336,0.3298594,0.34395814,0.3483357,0.36360183,0.3901153,0.396284,0.3727788,0.33647627,0.36584485,0.33697438,0.29816824,0.35823667,0.29597065,0.26707745,0.26888356,0.29281813,0.30251178,0.3464791,0.34845167,0.30005717,0.33334514,0.36962816,0.33298418,0.37948084,0.32319525,0.27371413,0.3828377,0.39252266,0.37129018,0.31628194,0.33596805,0.36272618,0.3485095,0.34632865,0.36900625,0.31314588,0.3167271,0.31651485,0.39651862,0.33233783,0.28009814,0.3413899,0.25774544,0.30907792,0.36201742,0.285974,0.2981352,0.34904593,0.3696908,0.4026752,0.33233154,0.33888042,0.37808874,0.3602884,0.38806587,0.35224062
sub-IXI034,0.44544086,0.33913636,0.32115796,0.37610498,0.49817798,0.40383306,0.34736323,0.33698764,0.33926776,0.41097072,0.46460465,0.5048953,0.42222252,0.49723655,0.42598122,0.3750458,0.39065763,0.36209705,0.4069212,0.3899183,0.42406067,0.5441823,0.5599315,0.3843893,0.446206,0.4377364,0.49127865,0.4903138,0.50155383,0.5235067,0.40793827,0.4534166,0.4304868,0.43534413,0.42884192,0.4093322,0.4617985,0.45714355,0.486276,0.5304598,0.47624186,0.46777117,0.4727407,0.4400952,0.47252402,0.53290004,0.4696572,0.4491011,0.5387422,0.5030114,0.45966294,0.39246508,0.3983349,0.372081,0.41861606,0.34769467,0.4283128,0.3517721,0.3096711,0.3019708,0.44878072,0.5531975,0.4860628,0.42371044,0.5032511,0.4840061,0.30552626,0.3790264,0.39255103,0.4431621,0.48654562,0.55871534,0.4167669,0.4210749,0.37812757,0.44687146,0.46149874,0.49998134,0.4647296,0.2882327,0.3969376,0.4647384,0.50967836,0.49336943,0.40755805,0.4651129,0.44679108,0.4116438,0.45181516,0.38029906,0.46130756,0.45858535,0.50979114,0.53198576,0.44389927,0.5180543,0.47376257,0.4794554,0.5416877,0.48355722
sub-IXI206,0.33047777,0.3197912,0.29917222,0.32219422,0.33328936,0.34511742,0.27514783,0.27693522,0.2911023,0.37975544,0.43127733,0.4108293,0.3167044,0.4024738,0.42944318,0.33216587,0.25881878,0.2545152,0.2916719,0.29281422,0.37217712,0.43583834,0.43102887,0.33516654,0.32274902,0.37250885,0.39188954,0.37776196,0.41997173,0.38307455,0.38463202,0.29495534,0.3289543,0.3943983,0.30861458,0.34760046,0.37646234,0.3198933,0.37029126,0.42185703,0.36168826,0.35768527,0.32402995,0.36604148,0.30589882,0.47509298,0.36465293,0.35255632,0.4065752,0.3380245,0.3412749,0.29825318,0.35287058,0.30859905,0.36204115,0.3212586,0.32093862,0.27529564,0.28440782,0.3029077,0.36379698,0.43702796,0.34967318,0.30289108,0.33416995,0.342529,0.31008336,0.29410425,0.33556128,0.3173999,0.35362735,0.4418103,0.3518545,0.3400294,0.30689183,0.3501984,0.32909065,0.39757594,0.4345618,0.3550269,0.3308301,0.36519748,0.37984142,0.34658492,0.3166305,0.4154551,0.33832994,0.35228807,0.38600615,0.34412873,0.36406928,0.39403138,0.3928871,0.48863068,0.36738628,0.454348,0.41620523,0.42783284,0.37684494,0.3182352
sub-IXI511,0.36596727,0.30991703,0.28254545,0.31096524,0.35057983,0.2714854,0.27948302,0.30369633,0.26940343,0.314182,0.32255325,0.36975417,0.2759086,0.36333585,0.30924267,0.337849,0.33080038,0.3183169,0.32028407,0.27645725,0.35336253,0.3860993,0.3781274,0.31480902,0.32554406,0.31520507,0.3720355,0.35452285,0.47120288,0.38425297,0.25811642,0.28353554,0.30831587,0.30756348,0.32888964,0.34510204,0.3272308,0.29621685,0.3482353,0.34743223,0.39374352,0.37583676,0.34943375,0.3296142,0.36593363,0.3492233,0.33797103,0.283517,0.4047992,0.37963012,0.33272347,0.31406447,0.37364268,0.26184928,0.26091444,0.30616146,0.289952,0.2753466,0.26631758,0.27475604,0.3217564,0.3568919,0.33551148,0.26794037,0.33096042,0.32927915,0.319073,0.3104099,0.34989098,0.317244,0.3406596,0.38891765,0.32988277,0.3220182,0.3199154,0.34600273,0.3325058,0.36745316,0.4342066,0.29356983,0.31777677,0.26311445,0.4513584,0.3450543,0.34446815,0.35160124,0.2925808,0.34521717,0.3815441,0.29493496,0.35751337,0.32573888,0.33781174,0.35155973,0.35880017,0.33236048,0.40850493,0.41547853,0.3912407,0.38493916
sub-IXI175,0.3850494,0.43700105,0.40183476,0.37326077,0.424972,0.3531378,0.36029935,0.34222946,0.29108056,0.3159672,0.4075056,0.4035368,0.34242728,0.38486946,0.33891562,0.34499657,0.3044554,0.2186723,0.30707228,0.37056267,0.37441918,0.44998208,0.43759894,0.31800038,0.40795276,0.31632537,0.4066548,0.4164065,0.4074217,0.3709838,0.2801603,0.31497246,0.28944337,0.34193787,0.43146318,0.41603005,0.3420329,0.29243925,0.49803302,0.44089758,0.37438816,0.32063013,0.33392432,0.38010105,0.3183636,0.5097991,0.4282682,0.42062384,0.43071878,0.38157016,0.39387205,0.47610396,0.3693011,0.34993082,0.35828346,0.36522707,0.3561966,0.34037295,0.31003004,0.31951478,0.3388771,0.4045294,0.37581187,0.33371747,0.38643768,0.37826967,0.37084967,0.31473872,0.40338233,0.32363853,0.3980362,0.47907406,0.37788007,0.40063214,0.31989208,0.37495056,0.39256597,0.42507496,0.3675913,0.32481182,0.29293257,0.33327392,0.3317822,0.37805095,0.34740222,0.3797492,0.3494396,0.43519107,0.36129454,0.30789816,0.48392737,0.40670568,0.41075778,0.38039693,0.33579075,0.43390936,0.4003086,0.34980255,0.36283416,0.40635332
sub-IXI397,0.4008913,0.32006156,0.2885802,0.31619287,0.35082272,0.30871615,0.3066028,0.24222776,0.27372608,0.31547415,0.34213865,0.36029345,0.34093666,0.40273586,0.30902502,0.29394463,0.30026856,0.27839515,0.31278425,0.3243446,0.30161998,0.4423061,0.45145723,0.3146903,0.37460077,0.33924672,0.38491556,0.3488596,0.43756023,0.39920518,0.33318952,0.36273,0.4083094,0.33561617,0.35042936,0.37536788,0.3347316,0.30005625,0.37258705,0.3790147,0.35737568,0.34309164,0.3461049,0.35565773,0.35806736,0.38332266,0.38622048,0.32585484,0.34272555,0.3738189,0.373234,0.30395693,0.34818438,0.31918722,0.31097573,0.33065534,0.35267553,0.33665434,0.2496516,0.2896524,0.33122835,0.408137,0.3384231,0.31774896,0.37134862,0.34444493,0.26862332,0.30116126,0.3346477,0.32348442,0.32400063,0.42603567,0.3238285,0.36408305,0.27429494,0.34509704,0.3715999,0.36954316,0.40344295,0.2845591,0.3990098,0.3902349,0.39542684,0.34225944,0.38236678,0.34924987,0.32028717,0.37693465,0.35399058,0.3656624,0.37045327,0.35138053,0.35421824,0.44626638,0.35717064,0.4028662,0.38421962,0.36765233,0.36169147,0.29844898
sub-IXI480,0.41972077,0.3165524,0.33569416,0.37283295,0.44328374,0.46385717,0.3788044,0.27257434,0.26868993,0.36306518,0.39875725,0.41812834,0.298877,0.4144349,0.3392243,0.3427705,0.3338576,0.29209447,0.3387666,0.29282114,0.37985852,0.400392,0.43930689,0.38429698,0.33805192,0.32148436,0.36880285,0.37736,0.49166927,0.49002388,0.35508776,0.3200221,0.34087524,0.34091732,0.4080189,0.3904904,0.34230506,0.29793364,0.36195365,0.38700438,0.4301736,0.3019996,0.39622605,0.34124887,0.38151014,0.41584444,0.3696102,0.4375249,0.47319368,0.36497605,0.4517461,0.41189945,0.43511212,0.40589502,0.4195759,0.4314427,0.27357316,0.28274265,0.30870655,0.24603704,0.36100996,0.38079038,0.36254287,0.32005,0.4509786,0.3453117,0.34984818,0.325427,0.36600262,0.2757007,0.379508,0.46037203,0.3176257,0.3396292,0.35290265,0.32576042,0.31341222,0.4123242,0.47168872,0.34479582,0.3607751,0.31473848,0.38392854,0.39137512,0.37947768,0.37940723,0.3533409,0.3968068,0.31084114,0.34402698,0.3595224,0.34322584,0.37002507,0.39705366,0.34227777,0.44033676,0.4375365,0.42286927,0.40522632,0.32609934
sub-IXI054,0.44056034,0.40511575,0.3129049,0.3689626,0.5059177,0.36781976,0.3788172,0.36198628,0.29784483,0.4200593,0.3941737,0.46358183,0.45959067,0.4492066,0.45279294,0.38370377,0.5093164,0.43822816,0.3347519,0.35336456,0.48303705,0.44658443,0.43937832,0.43863156,0.34574103,0.39106327,0.4426751,0.43719798,0.47817966,0.43920454,0.35389057,0.43399936,0.42861697,0.41617256,0.37191686,0.37094095,0.41049767,0.35182855,0.45830286,0.46009803,0.44186732,0.45676345,0.46814597,0.4024843,0.35576972,0.43744028,0.39410493,0.3733832,0.5264223,0.46741435,0.45174235,0.3870332,0.41267142,0.3621544,0.33022875,0.33284563,0.4133994,0.3707315,0.2697556,0.33258718,0.3955782,0.45719784,0.4499568,0.40593228,0.4677843,0.46969908,0.35271928,0.50867563,0.35378483,0.3042352,0.44618374,0.4821321,0.40824336,0.3924448,0.37273684,0.44915694,0.38754234,0.45573673,0.5169936,0.380191,0.41979405,0.41780862,0.48422718,0.45912737,0.40924922,0.4359673,0.4106703,0.36569393,0.42520675,0.37523505,0.42209864,0.43078804,0.41095233,0.46697515,0.44304335,0.3508406,0.51786923,0.48126784,0.48337314,0.4364903
sub-IXI289,0.46762824,0.36697444,0.35469475,0.3784924,0.48255408,0.3962857,0.35242894,0.33384648,0.27137926,0.39860564,0.40196958,0.42859232,0.36828277,0.48030066,0.41641274,0.4141258,0.32028028,0.25536972,0.3554551,0.38584527,0.38046443,0.48641384,0.49583593,0.32776242,0.3985985,0.39686957,0.3791962,0.4090753,0.5240539,0.4675624,0.40671298,0.3761046,0.39936286,0.39176932,0.40353495,0.39296034,0.39113635,0.2946478,0.4431815,0.40298775,0.4613757,0.46001568,0.441471,0.42392626,0.3421234,0.49835458,0.4181846,0.45283443,0.49386373,0.44317037,0.44107977,0.4231504,0.42635858,0.36040643,0.40644553,0.37258422,0.3579681,0.29811582,0.28470507,0.30082336,0.43582055,0.46475154,0.4103445,0.40877664,0.48968536,0.47647902,0.41592598,0.35259703,0.40676796,0.33581474,0.41074798,0.5312865,0.34742203,0.36441687,0.3956104,0.44457823,0.40968934,0.42518827,0.51635075,0.31530687,0.39604902,0.4288861,0.45345342,0.39738142,0.44744632,0.40672594,0.34552065,0.4472009,0.39408317,0.41654685,0.4095002,0.38566655,0.44990334,0.45787656,0.46656165,0.47471514,0.5053284,0.5216782,0.45426145,0.4165872
sub-IXI266,0.42563316,0.3817386,0.47717237,0.40299645,0.42522538,0.4124483,0.40204686,0.2757798,0.27485204,0.35369796,0.4049248,0.35527748,0.27159193,0.3681068,0.31957287,0.3997835,0.26264974,0.33063647,0.28278986,0.30495983,0.40732285,0.41986692,0.41206494,0.3591282,0.30572107,0.38898903,0.37901127,0.36138955,0.47885805,0.39101836,0.32966638,0.3492509,0.32558772,0.3670893,0.44213435,0.35328367,0.3830421,0.2894131,0.3958593,0.3650788,0.42212284,0.40774,0.3399826,0.35359648,0.36542004,0.385068,0.37552175,0.41495824,0.42965585,0.41765174,0.4282794,0.38232476,0.4057679,0.40177876,0.39176074,0.38983923,0.2813834,0.35609666,0.33081803,0.29512542,0.36754233,0.45423353,0.38703167,0.30389443,0.4087154,0.33125114,0.3549214,0.3923406,0.35129717,0.2794491,0.3868761,0.45936105,0.364468,0.31854033,0.30147883,0.3601145,0.36672643,0.37724537,0.49067897,0.30096373,0.31499228,0.33403617,0.4595769,0.3199133,0.35541633,0.3855991,0.34241194,0.37848312,0.32551754,0.29564983,0.35029224,0.35331124,0.3990073,0.41082382,0.38009906,0.46821067,0.4270065,0.42241198,0.39799935,0.3563095
